movieId,imdbId,tmdbId
3412,0095800,2383
3414,0048316,53879
3415,0072443,1396
3417,0044517,11570
3418,0103074,1541
3420,0078718,17443
3421,0077975,8469
3422,0091939,27995
3423,0096054,36739
3424,0097216,925
3425,0100168,41823
3426,0102175,1713
3428,0078950,30547
3429,0099317,54825
3430,0071402,13939
3431,0082250,14373
3432,0089003,24873
3433,0092857,26263
3434,0109578,34746
3435,0036775,996
3436,0101787,9079
3438,0100758,1498
3439,0103060,1497
3440,0108308,1499
3441,0087985,1880
3442,0090693,33762
3444,0092675,11690
3445,0077530,29143
3446,0113133,35292
3447,0028944,36652
3448,0093105,801
3449,0095238,104301
3450,0107050,11520
3451,0061735,1879
3452,0165929,2085
3453,0195778,13539
3454,0202402,16222
3455,0146516,109479
3456,0191043,17078
3459,0091142,33516
3461,0057261,9960
3462,0027977,3082
3466,0107091,12187
3467,0057163,24748
3468,0054997,990
3469,0053946,1908
3470,0071411,9764
3471,0075860,840
3473,0074718,42237
3474,0117468,26689
3475,0043924,25673
3476,0099871,2291
3477,0112950,13531
3478,0093378,16620
3479,0089457,526
3480,0091445,13346
3481,0146882,243
3483,0138749,10501
3484,0192614,11478
3489,0102057,879
3492,0017416,85689
3494,0065126,17529
3496,0095564,118098
3497,0085919,1793
3498,0077928,11327
3499,0100157,1700
3500,0104928,54087
3501,0089643,34322
3502,0107630,41659
3503,0069293,593
3504,0074958,10774
3505,0093640,10083
3506,0079640,29786
3507,0063374,11356
3508,0075029,10747
3510,0186151,10559
3511,0217756,20697
3512,0122459,2621
3513,0160797,10479
3514,0172632,125709
3515,0183503,49721
3516,0051406,2006
3519,0077572,17339
3521,0097940,11305
3524,0082031,13665
3525,0086927,12309
3526,0098067,1552
3527,0093773,106
3528,0102713,10333
3529,0082934,11027
3531,0099014,123757
3534,0191754,10468
3535,0144084,1359
3536,0171433,4967
3537,0149367,31776
3538,0166175,10557
3539,0236216,27745
3543,0083833,13776
3544,0102898,26291
3545,0068327,10784
3546,0056687,10242
3548,0051383,16347
3549,0048140,4825
3550,0085701,11654
3551,0074860,10518
3552,0080487,11977
3553,0176783,18041
3554,0199725,14736
3555,0141926,3536
3556,0159097,1443
3557,0104549,10424
3559,0044837,28971
3563,0132910,9456
3564,0158622,889
3565,0198021,10564
3566,0189584,15723
3567,0180837,19600
3568,0162348,125537
3569,0154421,452
3571,0220100,36234
3572,0106521,39283
3573,0112634,65460
3574,0115834,55667
3576,0093185,12476
3577,0096324,5241
3578,0172495,98
3580,0153464,47724
3581,0188674,11129
3584,0085276,1058
3586,0080913,42159
3587,0080923,16395
3590,0071772,38925
3591,0085970,13105
3592,0084315,22501
3593,0185183,5491
3594,0210616,10560
3596,0156323,19419
3597,0174336,23531
3598,0171359,10688
3599,0037514,17889
3604,0056048,39391
3606,0041716,31516
3608,0089791,5683
3609,0181786,113279
3614,0104438,12518
3615,0130623,10567
3616,0217630,10642
3617,0215129,9285
3618,0196216,10569
3619,0080881,21879
3622,0066495,24918
3623,0120755,955
3624,0184894,8584
3625,0207998,47295
3626,0154443,11332
3627,0055830,16093
3628,0034742,29372
3629,0015864,962
3632,0039631,30588
3633,0064757,668
3634,0058576,23518
3635,0076752,691
3637,0089960,44018
3638,0079574,698
3639,0071807,682
3640,0050598,28973
3641,0014624,28974
3643,0036824,22994
3646,0208003,9600
3648,0050095,38006
3649,0080365,2768
3652,0081318,24920
3653,0060371,21
3654,0054953,10911
3655,0070130,10102
3658,0062168,26912
3660,0098143,26953
3661,0100438,26954
3662,0102728,26956
3663,0107899,26957
3664,0110916,26958
3667,0095977,80287
3668,0063518,6003
3669,0105466,23939
3671,0071230,11072
3672,0071206,23069
3673,0092638,21299
3674,0076044,38802
3675,0047673,13368
3676,0074486,985
3677,0103767,14002
3678,0048347,541
3679,0082252,21137
3680,0094980,36724
3681,0059578,938
3682,0070355,10648
3683,0086979,11368
3684,0097322,10875
3685,0089841,2075
3686,0099582,1551
3687,0095525,22500
3688,0084522,10246
3689,0086129,19698
3690,0089826,23919
3691,0086143,18835
3692,0090849,26554
3693,0090190,15239
3694,0098503,28165
3695,0098502,28169
3696,0091630,15762
3697,0100403,169
3698,0093894,865
3699,0088172,9663
3700,0087004,26889
3701,0094631,10128
3702,0079501,9659
3703,0082694,8810
3704,0089530,9355
3705,0099141,1727
3706,0092563,635
3707,0091635,10068
3708,0087262,11495
3709,0105428,11428
3710,0094612,10117
3711,0105316,35936
3712,0102951,25562
3713,0100046,51763
3714,0094882,73079
3715,0092710,38921
3716,0093011,35463
3717,0187078,9679
3719,0182295,51333
3720,0145503,17771
3723,0099726,10264
3724,0077362,31657
3725,0082009,29204
3726,0074156,17814
3727,0093605,11879
3728,0102592,21128
3729,0067741,482
3730,0071360,592
3731,0082220,31593
3732,0077588,12611
3733,0070509,14328
3735,0070666,9040
3736,0043338,25364
3737,0056195,43002
3738,0072226,5121
3739,0023622,195
3740,0090728,6978
3741,0069762,3133
3742,0015648,643
3743,0204175,10571
3744,0162650,479
3745,0120913,7450
3746,0188030,31023
3747,0186253,25636
3751,0120630,7443
3752,0183505,2123
3753,0187393,2024
3754,0131704,17711
3755,0177971,2133
3756,0200669,29946
3758,0097100,28774
3760,0076257,11598
3761,0106469,9702
3763,0089118,9873
3764,0101846,16820
3765,0099797,14864
3766,0087727,15379
3767,0089604,12764
3768,0094792,27352
3769,0072288,8348
3770,0087175,24099
3771,0071569,17897
3773,0099800,16094
3774,0102065,16096
3783,0159382,12706
3784,0219854,4244
3785,0175142,4247
3786,0179116,20770
3787,0215369,1050
3788,0060176,1052
3789,0059575,20540
3790,0212974,23655
3791,0087277,1788
3792,0038499,32275
3793,0120903,36657
3794,0200530,44490
3795,0168794,47585
3797,0163676,36047
3798,0161081,2655
3799,0210234,12599
3801,0052561,93
3802,0104299,9278
3806,0064615,18118
3807,0076716,11940
3808,0054749,24167
3809,0103241,10276
3810,0105813,19380
3811,0080310,13783
3812,0068555,11624
3813,0077742,15867
3814,0073312,11686
3816,0089276,29263
3819,0092048,11830
3821,0144528,12107
3822,0144201,10401
3823,0171865,32640
3824,0174480,10641
3825,0200550,6282
3826,0164052,9383
3827,0186566,5551
3830,0206226,27723
3831,0195234,2360
3832,0057603,28043
3833,0052646,33468
3834,0080472,21866
3835,0106627,33408
3836,0065938,11589
3837,0095863,15158
3838,0110823,16139
3839,0138703,16146
3840,0095925,26515
3841,0099005,11856
3843,0086320,13567
3844,0098384,10860
3845,0049189,8420
3846,0085470,18391
3847,0071650,20850
3849,0038975,27452
3851,0251739,38548
3852,0234853,20438
3855,0204709,46991
3857,0163983,10391
3858,0173716,14195
3859,0233687,15665
3861,0191397,10393
3862,0199314,18168
3863,0209958,8843
3864,0188640,10643
3865,0236388,23618
3868,0095705,37136
3869,0102510,37137
3870,0032881,23283
3871,0046303,3110
3872,0053318,14698
3873,0059017,11694
3877,0088206,9651
3879,0160009,11398
3882,0204946,1588
3884,0198386,19150
3888,0209322,41282
3889,0144964,12211
3893,0171580,10480
3894,0190798,80713
3895,0204626,10685
3896,0202677,1619
3897,0181875,786
3898,0211938,14805
3899,0191037,51179
3900,0197384,46119
3901,0134630,18074
3906,0164212,10562
3908,0192731,12212
3909,0206420,14629
3910,0168629,16
3911,0218839,13785
3912,0210567,34299
3914,0222850,22597
3915,0210075,19348
3916,0210945,10637
3917,0093177,9003
3918,0095294,9064
3919,0104409,11569
3920,0107209,10434
3922,0057887,39113
3925,0088184,469
3926,0055608,2160
3927,0060397,2161
3928,0040068,3073
3929,0032234,911
3930,0046876,10973
3932,0024184,10787
3933,0052969,43109
3937,0088024,9507
3938,0084695,27475
3939,0093996,27764
3940,0100639,27767
3941,0091990,40760
3942,0100663,40446
3943,0215545,24664
3945,0259974,20455
3946,0208988,10461
3947,0067128,1485
3948,0212338,1597
3949,0180093,641
3950,0170691,10687
3951,0202641,63956
3952,0208874,6521
3953,0205271,10763
3955,0213790,16888
3957,0066832,21142
3958,0075754,78140
3959,0054387,2134
3962,0093091,28605
3963,0058708,42797
3964,0041094,13465
3965,0038988,27033
3966,0037638,20367
3967,0249462,71
3968,0230030,1636
3969,0223897,10647
3971,0081376,13762
3972,0111512,12207
3973,0229260,11531
3974,0192255,24100
3977,0160127,4327
3978,0146984,4958
3979,0185431,9678
3980,0203019,11978
3981,0199753,8870
3983,0203230,14295
3984,0066995,681
3985,0074452,11372
3986,0216216,8452
3987,0186894,10862
3988,0170016,8871
3989,0230591,34045
3990,0213203,16340
3991,0211181,10481
3992,0213847,10867
3993,0180073,10876
3994,0217869,9741
3996,0190332,146
3997,0190374,11849
3998,0228750,11983
3999,0190865,11678
4000,0086993,2669
4002,0093748,2609
4003,0096094,12714
4005,0093428,708
4006,0092106,1857
4007,0094291,10673
4008,0096969,2604
4009,0096219,10132
4010,0088850,11064
4011,0208092,107
4012,0095927,40820
4014,0241303,392
4015,0242423,8859
4016,0120917,11688
4017,0183659,12509
4018,0207201,3981
4019,0181536,711
4020,0219699,2046
4021,0247196,5001
4022,0162222,8358
4023,0218967,5994
4024,0200720,25520
4025,0212346,1493
4027,0190590,134
4029,0120202,21991
4030,0219653,10577
4031,0149624,21355
4032,0218182,29122
4033,0146309,11973
4034,0181865,1900
4035,0218378,44853
4036,0189998,10873
4037,0093223,26719
4039,0083564,15739
4040,0101757,15413
4041,0084434,2623
4042,0053580,11209
4043,0090670,13715
4046,0049233,43258
4047,0107007,10655
4051,0056600,
4052,0218817,9989
4053,0238948,18828
4054,0206275,9816
4055,0194218,20637
4056,0237572,5955
4061,0102388,17474
4062,0095690,11191
4063,0105165,2613
4064,0069897,22021
4065,0071517,22048
4066,0095348,17006
4067,0108451,26333
4068,0186589,16723
4069,0209475,2018
4074,0234805,10499
4077,0216800,47943
4078,0092545,74340
4079,0092546,5709
4080,0092605,11215
4081,0092608,26477
4082,0092618,10937
4083,0092641,4639
4084,0092644,96
4085,0086960,90
4086,0092654,11028
4089,0092690,19324
4090,0092695,19933
4091,0092718,12919
4092,0092746,15785
4093,0092783,31701
4102,0092948,17159
4103,0092965,10110
4104,0092974,18935
4105,0083907,764
4109,0093036,15658
4110,0093044,4918
4111,0093073,28368
4113,0093093,52780
4115,0093186,26156
4116,0093200,34101
4117,0093209,32054
4121,0093260,2614
4123,0093278,12704
4124,0093300,580
4125,0093405,24828
4126,0093407,13703
4127,0093418,36914
4128,0093437,1547
4129,0093467,42010
4130,0093476,2608
4131,0093477,32058
4132,0093493,10019
4133,0093507,11649
4135,0093560,13509
4138,0093589,51521
4139,0093638,34379
4141,0192111,24940
4142,0190524,37302
4143,0242998,10984
4144,0118694,843
4146,0120753,318
4147,0250478,12806
4148,0212985,9740
4149,0239948,10878
4152,0190861,7093
4153,0231775,16300
4154,0265632,19405
4155,0230838,1921
4156,0177650,44412
4157,0249893,21620
4158,0166276,23685
4159,0233142,12138
4160,0191636,48217
4161,0236493,6073
4164,0182000,25208
4166,0251031,19513
4167,0179626,2749
4168,0192071,10050
4171,0236447,95682
4174,0099073,2302
4175,0116447,32686
4178,0031742,51802
4180,0091836,29492
4181,0096223,25447
4184,0039190,19490
4187,0057251,38805
4189,0059245,2428
4190,0053793,22013
4191,0060086,15598
4193,0113026,62127
4194,0037800,56137
4195,0066740,17965
4197,0079781,33250
4198,0080421,14460
4200,0101764,9594
4202,0068617,4986
4203,0102005,2453
4204,0085868,33676
4205,0100140,4587
4207,0100232,12773
4210,0091474,11454
4211,0100486,38718
4212,0077413,4192
4214,0088000,14052
4215,0093857,16889
4217,0118540,26580
4218,0091860,21309
4219,0089208,16263
4220,0071771,4985
4221,0102517,20704
4223,0215750,853
4224,0242445,10877
4225,0205873,5257
4226,0209144,77
4228,0125022,10833
4229,0239949,20309
4231,0244970,12658
4232,0227538,10054
4233,0246989,10646
4234,0236784,2575
4235,0245712,55
4236,0206187,65075
4237,0247380,44379
4238,0164334,2043
4239,0221027,4133
4240,0189192,56715
4241,0266860,10991
4242,0221889,15940
4243,0268200,26791
4246,0243155,634
4247,0245686,10956
4248,0236348,19366
4251,0221073,9519
4252,0255094,13898
4254,0231402,9290
4255,0240515,13166
4256,0240402,32590
4259,0211492,52654
4260,0199129,70282
4262,0086250,111
4263,0055895,32488
4265,0132245,10477
4267,0203755,2144
4268,0141907,24113
4270,0209163,1734
4273,0240913,4973
4275,0085811,849
4276,0089504,27223
4278,0025913,39266
4280,0084917,11307
4282,0064940,11163
4284,0060429,18691
4285,0101912,3784
4289,0080539,11936
4290,0101902,25221
4291,0080319,19494
4292,0079638,40842
4293,0090098,19357
4294,0045464,33743
4296,0066011,9062
4297,0093713,11174
4298,0048021,934
4299,0183790,9476
4300,0212826,37691
4304,0256408,14268
4305,0225071,5852
4306,0126029,808
4307,0206742,49453
4308,0203009,824
4310,0213149,676
4312,0210727,26813
4313,0206917,29572
4316,0077716,50541
4317,0102343,26255
4321,0101587,1406
4322,0095082,13554
4323,0052902,17664
4325,0054130,41050
4326,0095647,1632
4327,0054047,966
4329,0053221,301
4333,0094142,11896
4334,0244316,25538
4337,0060934,5923
4338,0041996,15497
4339,0059885,21876
4340,0255798,11090
4342,0212815,21056
4343,0251075,9397
4344,0244244,9705
4345,0254099,26475
4347,0234288,29937
4349,0065528,10364
4350,0116344,32458
4351,0102685,1089
4353,0086508,9967
4354,0105699,17494
4355,0092272,17465
4356,0045810,759
4357,0045891,10297
4359,0048605,10653
4361,0084805,9576
4366,0230011,10865
4367,0146316,1995
4368,0240462,10808
4369,0232500,9799
4370,0212720,644
4371,0255819,16161
4372,0250224,10691
4373,0258038,10615
4374,0212517,47596
4378,0203119,11826
4380,0203632,9301
4381,0243493,11444
4383,0228786,60670
4384,0246765,55551
4386,0239395,10992
4387,0271027,2140
4388,0257106,4248
4389,0245238,17612
4390,0249380,3134
4392,0099012,8217
4393,0094663,22478
4394,0058953,26483
4395,0052216,24382
4396,0082136,11286
4397,0087032,11950
4399,0058249,36245
4402,0059124,26573
4403,0053925,23439
4404,0016847,10728
4406,0056217,11697
4407,0091886,6106
4408,0093940,22477
4409,0105378,19200
4410,0091983,11300
4412,0069372,28650
4419,0047811,43316
4420,0046754,34689
4422,0069467,10238
4424,0065777,4789
4426,0048261,18030
4427,0063227,18988
4428,0055184,11536
4429,0049513,10339
4432,0051036,976
4433,0049966,69605
4434,0059095,65632
4436,0074991,4780
4437,0076786,11906
4438,0068767,11713
4439,0082176,9589
4440,0067824,12481
4441,0077594,13333
4442,0089461,13938
4443,0082869,10540
4444,0068935,9462
4445,0163862,82623
4446,0173840,2114
4447,0250494,8835
4448,0227445,11371
4449,0262210,78248
4450,0242193,9517
4451,0273300,25985
4452,0227005,15745
4453,0245280,24977
4454,0188913,36107
4458,0109049,13794
4459,0130445,13795
4462,0094593,38965
4463,0094594,47817
4464,0094606,31052
4465,0094608,10868
4466,0094602,9395
4467,0096764,14506
4470,0094675,2
4471,0094678,26044
4473,0094712,14911
4474,0094715,15592
4475,0094716,15267
4476,0094739,12710
4477,0094744,30502
4478,0094746,19382
4480,0094761,9599
4482,0094799,17170
4483,0094824,18509
4484,0094828,110428
4487,0094889,7520
4488,0094894,10126
4489,0094898,9602
4490,0094910,23752
4492,0090887,3980
4495,0094921,27397
4496,0094933,9748
4497,0094961,40095
4498,0094963,10651
4499,0095031,10141
4500,0092929,27362
4502,0095107,26386
4504,0095145,25884
4505,0095169,26355
4506,0095174,10675
4508,0095243,10130
4509,0095253,2617
4511,0095304,21362
4516,0095409,20443
4517,0095484,49365
4518,0095488,11347
4519,0095489,12144
4520,0095519,13704
4521,0095532,12505
4522,0095599,41963
4523,0095638,13482
4524,0095654,34014
4526,0095687,12120
4527,0095736,47818
4529,0095801,3543
4531,0095963,9604
4533,0089907,10925
4534,0095993,13965
4535,0084296,24266
4537,0096018,18197
4541,0096071,11503
4544,0096101,11966
4545,0091949,2605
4546,0096163,8740
4552,0096251,41428
4553,0096256,8337
4557,0096316,28176
4558,0096320,9493
4562,0096454,12582
4563,0096486,10001
4564,0096794,11352
4565,0088708,12500
4568,0096913,17882
4571,0096928,1648
4572,0096933,4105
4573,0096943,22711
4574,0096945,19124
4577,0097027,10142
4578,0097044,3064
4580,0097138,10134
4581,0097142,21291
4583,0097211,30352
4584,0097236,15142
4585,0097235,14550
4587,0097257,2210
4589,0085475,21721
4591,0097289,11828
4593,0097328,10551
4594,0097334,20713
4595,0097336,27461
4597,0097438,1380
4599,0097457,11465
4600,0097458,17190
4602,0097481,9085
4603,0097500,17819
4605,0097531,14776
4608,0097579,29185
4610,0097613,32059
4611,0097626,505
4612,0097635,4486
4613,0097637,10345
4614,0097659,10222
4615,0097714,12774
4616,0097722,14621
4617,0097731,19118
4619,0097758,15138
4621,0097778,9494
4622,0097790,17362
4623,0097815,9942
4624,0097858,8216
4625,0097883,4296
4626,0097889,24739
4628,0097965,9686
4629,0097967,27418
4630,0097987,39002
4632,0098051,31606
4634,0098073,37146
4635,0098097,20006
4636,0098141,8867
4638,0163025,331
4639,0265029,11467
4640,0222851,327
4641,0162346,1548
4642,0248845,13403
4643,0133152,869
4644,0237539,552
4645,0123948,36095
4646,0203540,33379
4649,0243655,2171
4653,0098194,41946
4654,0098206,10135
4658,0098253,19236
4660,0098261,60276
4661,0098273,12150
4662,0098282,11185
4663,0098308,47045
4666,0098343,12478
4670,0094035,25155
4671,0098725,65015
4672,0098436,24077
4673,0098439,9618
4675,0098471,31608
4676,0098519,22102
4677,0098536,6951
4678,0098546,11959
4679,0098554,2616
4681,0098621,249
4683,0098663,183
4686,0108539,8494
4687,0056868,26535
4688,0101465,41784
4689,0065761,27431
4690,0087089,2148
4695,0078490,31941
4697,0083624,27813
4699,0218922,2057
4700,0247638,9880
4701,0266915,5175
4703,0094868,41951
4704,0056059,11385
4705,0077288,4484
4708,0060668,44258
4709,0064782,20391
4710,0075213,12584
4711,0108323,70042
4713,0080360,11542
4714,0080377,17169
4715,0080402,39176
4717,0080436,19267
4718,0252866,2770
4719,0181739,12610
4720,0230600,1933
4721,0244000,13496
4722,0250202,21055
4723,0250323,24936
4725,0261983,10972
4727,0238112,1722
4728,0250687,9896
4732,0258470,9683
4733,0256524,2779
4734,0261392,2294
4735,0228333,10016
4736,0234829,26602
4738,0208196,22230
4740,0206926,13966
4741,0203166,742
4743,0255653,15104
4744,0263488,8922
4745,0184791,11065
4748,0103596,16314
4749,0109015,18885
4750,0112255,40508
4754,0070917,16307
4756,0246544,11370
4757,0202470,12508
4759,0269341,25462
4765,0242587,18734
4766,0250809,44321
4769,0248912,58062
4770,0221218,2176
4771,0180734,20857
4772,0229340,22617
4773,0273253,75386
4774,0246464,2185
4775,0118589,10696
4776,0139654,2034
4777,0243759,21538
4780,0255321,48834
4782,0239986,31016
4783,0264578,32567
4784,0082416,12537
4785,0063032,9028
4786,0070294,16180
4787,0102316,11521
4788,0079579,21028
4789,0071994,27327
4792,0053559,29756
4794,0093677,20115
4795,0058092,30295
4796,0053877,25767
4798,0051773,22874
4799,0057193,11576
4800,0029081,43860
4801,0033836,43802
4802,0053143,9660
4803,0067588,15393
4804,0055312,248
4808,0108473,1644
4809,0086312,12502
4810,0076172,66092
4811,0079766,10373
4812,0091993,13766
4813,0044207,16380
4814,0260866,12103
4815,0252501,11313
4816,0196229,9398
4818,0245891,45864
4821,0206314,10866
4822,0273799,34549
4823,0240890,9778
4825,0240419,58429
4826,0080437,16121
4827,0080464,40220
4828,0082100,166
4830,0080474,1623
4831,0080492,40932
4833,0080516,13550
4835,0080549,16769
4836,0080556,42158
4840,0080610,1716
4844,0219965,3172
4845,0250310,17708
4846,0108148,12780
4847,0243255,570
4848,0166924,1018
4849,0206963,25641
4850,0164917,16767
4852,0166110,11380
